2020-03-26 03:07:32.816 GMT [12464] ���������:  ������� �� ���� ���������: 2020-03-25 12:30:59 GMT
	 	igv.test_id, 
	 	igv.date) dates
		on all_groups.user_id = dates.user_id and all_groups.test_id=dates.test_id
		 
2020-03-26 11:17:49.750 GMT [6572] ОШИБКА:  ошибка синтаксиса (примерное положение: "FROM") (символ 565)
2020-03-26 11:17:49.750 GMT [6572] ОПЕРАТОР:  SELECT * 
	FROM (SELECT 
		u.id user_id,
		u.login user_login,
		all_groups.test_id,
		all_groups.interpetation_group_id
	FROM
		(SELECT 
		t.id test_id,
		a.id answer_id,
		aiig.interpetation_group_id interpetation_group_id
	FROM 
		answers_in_interpetation_groups aiig
		JOIN interpretation_groups ig on aiig.interpetation_group_id = ig.id
		JOIN answers a on aiig.answer_id = a.id
		JOIN questions q on a.question_id = q.id 
		JOIN tests t on q.test_id = t.id) all_groups, users u
	WHERE u.id=2) all_groups 
	LEFT JOIN 
	(SELECT 
	    igv.user_id,
	    igv.test_id,
	    igv.date,
	
	 FROM 
	 	interpetation_groups_view igv
	 GROUP BY
	 	igv.user_id,
	 	igv.test_id, 
	 	igv.date) dates
		on all_groups.user_id = dates.user_id and all_groups.test_id=dates.test_id
		 
2020-03-26 11:18:15.432 GMT [6572] ОШИБКА:  ошибка синтаксиса (примерное положение: "(") (символ 567)
2020-03-26 11:18:15.432 GMT [6572] ОПЕРАТОР:  SELECT * 
	FROM (SELECT 
		u.id user_id,
		u.login user_login,
		all_groups.test_id,
		all_groups.interpetation_group_id
	FROM
		(SELECT 
		t.id test_id,
		a.id answer_id,
		aiig.interpetation_group_id interpetation_group_id
	FROM 
		answers_in_interpetation_groups aiig
		JOIN interpretation_groups ig on aiig.interpetation_group_id = ig.id
		JOIN answers a on aiig.answer_id = a.id
		JOIN questions q on a.question_id = q.id 
		JOIN tests t on q.test_id = t.id) all_groups, users u
	WHERE u.id=2) all_groups 
	LEFT JOIN 
	(SELECT 
	    igv.user_id,
	    igv.test_id,
	    igv.date
		 sum(igv.answer_value) AS value
	 FROM 
	 	interpetation_groups_view igv
	 GROUP BY
	 	igv.user_id,
	 	igv.test_id, 
	 	igv.date) dates
		on all_groups.user_id = dates.user_id and all_groups.test_id=dates.test_id
		 
2020-03-26 11:18:16.147 GMT [6572] ОШИБКА:  ошибка синтаксиса (примерное положение: "(") (символ 567)
2020-03-26 11:18:16.147 GMT [6572] ОПЕРАТОР:  SELECT * 
	FROM (SELECT 
		u.id user_id,
		u.login user_login,
		all_groups.test_id,
		all_groups.interpetation_group_id
	FROM
		(SELECT 
		t.id test_id,
		a.id answer_id,
		aiig.interpetation_group_id interpetation_group_id
	FROM 
		answers_in_interpetation_groups aiig
		JOIN interpretation_groups ig on aiig.interpetation_group_id = ig.id
		JOIN answers a on aiig.answer_id = a.id
		JOIN questions q on a.question_id = q.id 
		JOIN tests t on q.test_id = t.id) all_groups, users u
	WHERE u.id=2) all_groups 
	LEFT JOIN 
	(SELECT 
	    igv.user_id,
	    igv.test_id,
	    igv.date
		 sum(igv.answer_value) AS value
	 FROM 
	 	interpetation_groups_view igv
	 GROUP BY
	 	igv.user_id,
	 	igv.test_id, 
	 	igv.date) dates
		on all_groups.user_id = dates.user_id and all_groups.test_id=dates.test_id
		 
2020-03-26 11:18:16.361 GMT [6572] ОШИБКА:  ошибка синтаксиса (примерное положение: "(") (символ 567)
2020-03-26 11:18:16.361 GMT [6572] ОПЕРАТОР:  SELECT * 
	FROM (SELECT 
		u.id user_id,
		u.login user_login,
		all_groups.test_id,
		all_groups.interpetation_group_id
	FROM
		(SELECT 
		t.id test_id,
		a.id answer_id,
		aiig.interpetation_group_id interpetation_group_id
	FROM 
		answers_in_interpetation_groups aiig
		JOIN interpretation_groups ig on aiig.interpetation_group_id = ig.id
		JOIN answers a on aiig.answer_id = a.id
		JOIN questions q on a.question_id = q.id 
		JOIN tests t on q.test_id = t.id) all_groups, users u
	WHERE u.id=2) all_groups 
	LEFT JOIN 
	(SELECT 
	    igv.user_id,
	    igv.test_id,
	    igv.date
		 sum(igv.answer_value) AS value
	 FROM 
	 	interpetation_groups_view igv
	 GROUP BY
	 	igv.user_id,
	 	igv.test_id, 
	 	igv.date) dates
		on all_groups.user_id = dates.user_id and all_groups.test_id=dates.test_id
		 
2020-03-26 11:18:46.035 GMT [6572] ОШИБКА:  отношение "interpetation_groups" не существует (символ 605)
2020-03-26 11:18:46.035 GMT [6572] ОПЕРАТОР:  SELECT * 
	FROM (SELECT 
		u.id user_id,
		u.login user_login,
		all_groups.test_id,
		all_groups.interpetation_group_id
	FROM
		(SELECT 
		t.id test_id,
		a.id answer_id,
		aiig.interpetation_group_id interpetation_group_id
	FROM 
		answers_in_interpetation_groups aiig
		JOIN interpretation_groups ig on aiig.interpetation_group_id = ig.id
		JOIN answers a on aiig.answer_id = a.id
		JOIN questions q on a.question_id = q.id 
		JOIN tests t on q.test_id = t.id) all_groups, users u
	WHERE u.id=2) all_groups 
	LEFT JOIN 
	(SELECT 
	    igv.user_id,
	    igv.test_id,
	    igv.date,
		 sum(igv.answer_value) AS value
	 FROM 
	 	interpetation_groups ig
	 GROUP BY
	 	igv.user_id,
	 	igv.test_id, 
	 	igv.date) dates
		on all_groups.user_id = dates.user_id and all_groups.test_id=dates.test_id
		 
2020-03-26 11:18:46.832 GMT [6572] ОШИБКА:  отношение "interpetation_groups" не существует (символ 605)
2020-03-26 11:18:46.832 GMT [6572] ОПЕРАТОР:  SELECT * 
	FROM (SELECT 
		u.id user_id,
		u.login user_login,
		all_groups.test_id,
		all_groups.interpetation_group_id
	FROM
		(SELECT 
		t.id test_id,
		a.id answer_id,
		aiig.interpetation_group_id interpetation_group_id
	FROM 
		answers_in_interpetation_groups aiig
		JOIN interpretation_groups ig on aiig.interpetation_group_id = ig.id
		JOIN answers a on aiig.answer_id = a.id
		JOIN questions q on a.question_id = q.id 
		JOIN tests t on q.test_id = t.id) all_groups, users u
	WHERE u.id=2) all_groups 
	LEFT JOIN 
	(SELECT 
	    igv.user_id,
	    igv.test_id,
	    igv.date,
		 sum(igv.answer_value) AS value
	 FROM 
	 	interpetation_groups ig
	 GROUP BY
	 	igv.user_id,
	 	igv.test_id, 
	 	igv.date) dates
		on all_groups.user_id = dates.user_id and all_groups.test_id=dates.test_id
		 
2020-03-26 11:18:58.188 GMT [6572] ОШИБКА:  таблица "igv" отсутствует в предложении FROM (символ 519)
2020-03-26 11:18:58.188 GMT [6572] ОПЕРАТОР:  SELECT * 
	FROM (SELECT 
		u.id user_id,
		u.login user_login,
		all_groups.test_id,
		all_groups.interpetation_group_id
	FROM
		(SELECT 
		t.id test_id,
		a.id answer_id,
		aiig.interpetation_group_id interpetation_group_id
	FROM 
		answers_in_interpetation_groups aiig
		JOIN interpretation_groups ig on aiig.interpetation_group_id = ig.id
		JOIN answers a on aiig.answer_id = a.id
		JOIN questions q on a.question_id = q.id 
		JOIN tests t on q.test_id = t.id) all_groups, users u
	WHERE u.id=2) all_groups 
	LEFT JOIN 
	(SELECT 
	    igv.user_id,
	    igv.test_id,
	    igv.date,
		 sum(igv.answer_value) AS value
	 FROM 
	 	 public.interpretation_groups ig
	 GROUP BY
	 	igv.user_id,
	 	igv.test_id, 
	 	igv.date) dates
		on all_groups.user_id = dates.user_id and all_groups.test_id=dates.test_id
		 
2020-03-26 11:18:58.819 GMT [6572] ОШИБКА:  таблица "igv" отсутствует в предложении FROM (символ 519)
2020-03-26 11:18:58.819 GMT [6572] ОПЕРАТОР:  SELECT * 
	FROM (SELECT 
		u.id user_id,
		u.login user_login,
		all_groups.test_id,
		all_groups.interpetation_group_id
	FROM
		(SELECT 
		t.id test_id,
		a.id answer_id,
		aiig.interpetation_group_id interpetation_group_id
	FROM 
		answers_in_interpetation_groups aiig
		JOIN interpretation_groups ig on aiig.interpetation_group_id = ig.id
		JOIN answers a on aiig.answer_id = a.id
		JOIN questions q on a.question_id = q.id 
		JOIN tests t on q.test_id = t.id) all_groups, users u
	WHERE u.id=2) all_groups 
	LEFT JOIN 
	(SELECT 
	    igv.user_id,
	    igv.test_id,
	    igv.date,
		 sum(igv.answer_value) AS value
	 FROM 
	 	 public.interpretation_groups ig
	 GROUP BY
	 	igv.user_id,
	 	igv.test_id, 
	 	igv.date) dates
		on all_groups.user_id = dates.user_id and all_groups.test_id=dates.test_id
		 
2020-03-26 11:18:59.285 GMT [6572] ОШИБКА:  таблица "igv" отсутствует в предложении FROM (символ 519)
2020-03-26 11:18:59.285 GMT [6572] ОПЕРАТОР:  SELECT * 
	FROM (SELECT 
		u.id user_id,
		u.login user_login,
		all_groups.test_id,
		all_groups.interpetation_group_id
	FROM
		(SELECT 
		t.id test_id,
		a.id answer_id,
		aiig.interpetation_group_id interpetation_group_id
	FROM 
		answers_in_interpetation_groups aiig
		JOIN interpretation_groups ig on aiig.interpetation_group_id = ig.id
		JOIN answers a on aiig.answer_id = a.id
		JOIN questions q on a.question_id = q.id 
		JOIN tests t on q.test_id = t.id) all_groups, users u
	WHERE u.id=2) all_groups 
	LEFT JOIN 
	(SELECT 
	    igv.user_id,
	    igv.test_id,
	    igv.date,
		 sum(igv.answer_value) AS value
	 FROM 
	 	 public.interpretation_groups ig
	 GROUP BY
	 	igv.user_id,
	 	igv.test_id, 
	 	igv.date) dates
		on all_groups.user_id = dates.user_id and all_groups.test_id=dates.test_id
		 
2020-03-26 11:19:01.896 GMT [6572] ОШИБКА:  столбец igv.user_id не существует (символ 519)
2020-03-26 11:19:01.896 GMT [6572] ОПЕРАТОР:  SELECT * 
	FROM (SELECT 
		u.id user_id,
		u.login user_login,
		all_groups.test_id,
		all_groups.interpetation_group_id
	FROM
		(SELECT 
		t.id test_id,
		a.id answer_id,
		aiig.interpetation_group_id interpetation_group_id
	FROM 
		answers_in_interpetation_groups aiig
		JOIN interpretation_groups ig on aiig.interpetation_group_id = ig.id
		JOIN answers a on aiig.answer_id = a.id
		JOIN questions q on a.question_id = q.id 
		JOIN tests t on q.test_id = t.id) all_groups, users u
	WHERE u.id=2) all_groups 
	LEFT JOIN 
	(SELECT 
	    igv.user_id,
	    igv.test_id,
	    igv.date,
		 sum(igv.answer_value) AS value
	 FROM 
	 	 public.interpretation_groups igv
	 GROUP BY
	 	igv.user_id,
	 	igv.test_id, 
	 	igv.date) dates
		on all_groups.user_id = dates.user_id and all_groups.test_id=dates.test_id
		 
2020-03-26 11:19:02.472 GMT [6572] ОШИБКА:  столбец igv.user_id не существует (символ 519)
2020-03-26 11:19:02.472 GMT [6572] ОПЕРАТОР:  SELECT * 
	FROM (SELECT 
		u.id user_id,
		u.login user_login,
		all_groups.test_id,
		all_groups.interpetation_group_id
	FROM
		(SELECT 
		t.id test_id,
		a.id answer_id,
		aiig.interpetation_group_id interpetation_group_id
	FROM 
		answers_in_interpetation_groups aiig
		JOIN interpretation_groups ig on aiig.interpetation_group_id = ig.id
		JOIN answers a on aiig.answer_id = a.id
		JOIN questions q on a.question_id = q.id 
		JOIN tests t on q.test_id = t.id) all_groups, users u
	WHERE u.id=2) all_groups 
	LEFT JOIN 
	(SELECT 
	    igv.user_id,
	    igv.test_id,
	    igv.date,
		 sum(igv.answer_value) AS value
	 FROM 
	 	 public.interpretation_groups igv
	 GROUP BY
	 	igv.user_id,
	 	igv.test_id, 
	 	igv.date) dates
		on all_groups.user_id = dates.user_id and all_groups.test_id=dates.test_id
		 
2020-03-26 11:19:02.759 GMT [6572] ОШИБКА:  столбец igv.user_id не существует (символ 519)
2020-03-26 11:19:02.759 GMT [6572] ОПЕРАТОР:  SELECT * 
	FROM (SELECT 
		u.id user_id,
		u.login user_login,
		all_groups.test_id,
		all_groups.interpetation_group_id
	FROM
		(SELECT 
		t.id test_id,
		a.id answer_id,
		aiig.interpetation_group_id interpetation_group_id
	FROM 
		answers_in_interpetation_groups aiig
		JOIN interpretation_groups ig on aiig.interpetation_group_id = ig.id
		JOIN answers a on aiig.answer_id = a.id
		JOIN questions q on a.question_id = q.id 
		JOIN tests t on q.test_id = t.id) all_groups, users u
	WHERE u.id=2) all_groups 
	LEFT JOIN 
	(SELECT 
	    igv.user_id,
	    igv.test_id,
	    igv.date,
		 sum(igv.answer_value) AS value
	 FROM 
	 	 public.interpretation_groups igv
	 GROUP BY
	 	igv.user_id,
	 	igv.test_id, 
	 	igv.date) dates
		on all_groups.user_id = dates.user_id and all_groups.test_id=dates.test_id
		 
2020-03-26 11:19:02.951 GMT [6572] ОШИБКА:  столбец igv.user_id не существует (символ 519)
2020-03-26 11:19:02.951 GMT [6572] ОПЕРАТОР:  SELECT * 
	FROM (SELECT 
		u.id user_id,
		u.login user_login,
		all_groups.test_id,
		all_groups.interpetation_group_id
	FROM
		(SELECT 
		t.id test_id,
		a.id answer_id,
		aiig.interpetation_group_id interpetation_group_id
	FROM 
		answers_in_interpetation_groups aiig
		JOIN interpretation_groups ig on aiig.interpetation_group_id = ig.id
		JOIN answers a on aiig.answer_id = a.id
		JOIN questions q on a.question_id = q.id 
		JOIN tests t on q.test_id = t.id) all_groups, users u
	WHERE u.id=2) all_groups 
	LEFT JOIN 
	(SELECT 
	    igv.user_id,
	    igv.test_id,
	    igv.date,
		 sum(igv.answer_value) AS value
	 FROM 
	 	 public.interpretation_groups igv
	 GROUP BY
	 	igv.user_id,
	 	igv.test_id, 
	 	igv.date) dates
		on all_groups.user_id = dates.user_id and all_groups.test_id=dates.test_id
		 
2020-03-26 11:19:03.160 GMT [6572] ОШИБКА:  столбец igv.user_id не существует (символ 519)
2020-03-26 11:19:03.160 GMT [6572] ОПЕРАТОР:  SELECT * 
	FROM (SELECT 
		u.id user_id,
		u.login user_login,
		all_groups.test_id,
		all_groups.interpetation_group_id
	FROM
		(SELECT 
		t.id test_id,
		a.id answer_id,
		aiig.interpetation_group_id interpetation_group_id
	FROM 
		answers_in_interpetation_groups aiig
		JOIN interpretation_groups ig on aiig.interpetation_group_id = ig.id
		JOIN answers a on aiig.answer_id = a.id
		JOIN questions q on a.question_id = q.id 
		JOIN tests t on q.test_id = t.id) all_groups, users u
	WHERE u.id=2) all_groups 
	LEFT JOIN 
	(SELECT 
	    igv.user_id,
	    igv.test_id,
	    igv.date,
		 sum(igv.answer_value) AS value
	 FROM 
	 	 public.interpretation_groups igv
	 GROUP BY
	 	igv.user_id,
	 	igv.test_id, 
	 	igv.date) dates
		on all_groups.user_id = dates.user_id and all_groups.test_id=dates.test_id
		 
2020-03-26 11:19:03.417 GMT [6572] ОШИБКА:  столбец igv.user_id не существует (символ 519)
2020-03-26 11:19:03.417 GMT [6572] ОПЕРАТОР:  SELECT * 
	FROM (SELECT 
		u.id user_id,
		u.login user_login,
		all_groups.test_id,
		all_groups.interpetation_group_id
	FROM
		(SELECT 
		t.id test_id,
		a.id answer_id,
		aiig.interpetation_group_id interpetation_group_id
	FROM 
		answers_in_interpetation_groups aiig
		JOIN interpretation_groups ig on aiig.interpetation_group_id = ig.id
		JOIN answers a on aiig.answer_id = a.id
		JOIN questions q on a.question_id = q.id 
		JOIN tests t on q.test_id = t.id) all_groups, users u
	WHERE u.id=2) all_groups 
	LEFT JOIN 
	(SELECT 
	    igv.user_id,
	    igv.test_id,
	    igv.date,
		 sum(igv.answer_value) AS value
	 FROM 
	 	 public.interpretation_groups igv
	 GROUP BY
	 	igv.user_id,
	 	igv.test_id, 
	 	igv.date) dates
		on all_groups.user_id = dates.user_id and all_groups.test_id=dates.test_id
		 
2020-03-26 11:19:03.604 GMT [6572] ОШИБКА:  столбец igv.user_id не существует (символ 519)
2020-03-26 11:19:03.604 GMT [6572] ОПЕРАТОР:  SELECT * 
	FROM (SELECT 
		u.id user_id,
		u.login user_login,
		all_groups.test_id,
		all_groups.interpetation_group_id
	FROM
		(SELECT 
		t.id test_id,
		a.id answer_id,
		aiig.interpetation_group_id interpetation_group_id
	FROM 
		answers_in_interpetation_groups aiig
		JOIN interpretation_groups ig on aiig.interpetation_group_id = ig.id
		JOIN answers a on aiig.answer_id = a.id
		JOIN questions q on a.question_id = q.id 
		JOIN tests t on q.test_id = t.id) all_groups, users u
	WHERE u.id=2) all_groups 
	LEFT JOIN 
	(SELECT 
	    igv.user_id,
	    igv.test_id,
	    igv.date,
		 sum(igv.answer_value) AS value
	 FROM 
	 	 public.interpretation_groups igv
	 GROUP BY
	 	igv.user_id,
	 	igv.test_id, 
	 	igv.date) dates
		on all_groups.user_id = dates.user_id and all_groups.test_id=dates.test_id
		 
2020-03-26 11:19:03.821 GMT [6572] ОШИБКА:  столбец igv.user_id не существует (символ 519)
